movie_id,actor_id
144623,1121234
393457,5292
393457,19492
393457,196179
393457,1607522
393457,62649
393457,34
393457,1607523
393457,99407
393457,1725188
393457,134937
1509626,4741685
1509626,5549082
1531131,2249237
1531131,4609808
1531131,3179469
1531131,1301876
1531131,2148360
1562881,3229841
1562881,5750020
1562881,5377480
1562881,1087135
1562881,4893
1562881,4515828
1562881,25448
1562881,5750022
1562881,5750023
1562881,5750024
830721,10978
830721,350
830721,8534
830721,3239558
830721,9029
830721,87908
830721,4172579
830721,1539217
830721,40043
830721,1546861
1553666,3284
1562884,3291204
1562884,2517087
1562884,4502361
1562884,5202922
1562884,2933942
1562884,1434041
1562884,5750028
1562885,1788168
1562885,5313607
1562885,5750030
1562885,5750031
1562885,5750032
991494,78798
991494,6574
991494,70615
991494,34398
991494,78799
991494,188229
991494,2
991494,1457999
991494,2088734
991494,35705
1373445,3154311
1373445,98421
1373445,4614199
1373445,3553946
1373445,2766415
1373445,2089343
1373445,3705954
1373445,5067483
1373445,1092570
1373445,2340443
1234183,1692997
1234183,1583321
1234183,5649902
999689,4147319
999689,5183161
999689,5183168
999689,5182096
999689,2640689
999689,5196453
999689,20014
1397001,5104659
1397001,5104660
1397001,5104661
1397001,2677711
1471751,3394510
1471751,1384486
1471751,1672709
1205515,2425998
1205515,1537686
1205515,163731
1205515,1309781
1205515,1105079
1205515,3911
1205515,1218184
1205515,2849185
1205515,3887701
1205515,3075124
1564942,5757816
1564942,5757817
1564942,5757830
1564942,5757831
1397013,2299273
1397013,1184642
1404183,5383776
1032472,80921
1032472,3171312
1032472,238165
1032472,80863
1032472,1095403
1032472,53367
1032472,567065
1032472,1522261
1032472,148636
1032472,42092
1531161,5630702
1535260,3639321
1535260,5647154
1535260,5647155
1535260,5647156
1535260,4739659
1535260,5391354
1535260,5647160
1535260,3210956
1535260,5647162
1535260,4535289
1554721,5720123
1554721,544008
1554721,5021322
1373474,3592947
1373474,5013020
1373474,5072460
1373474,5076281
1373474,5076538
1373474,5076539
1373474,5076544
1373474,5076545
1373474,5083133
1373474,5092538
1418531,71057
1418531,939118
1418531,5233742
1418531,3163194
1501477,3566095
1501477,1641897
1501477,5517843
1356071,3634554
1356071,4941057
1356071,4307357
1356071,4985350
1356071,4985351
1151272,16972
1151272,4180392
1151272,5362709
1151272,5362711
1151272,5678639
1151272,5362714
1151272,5362717
1151272,5663519
1151272,5663522
1151272,5663525
1097001,2353469
1097001,1617157
1097001,1694435
1097001,126351
1097001,2221392
1097001,2133923
1097001,3961945
1097001,5699812
1502507,5698631
1533229,1272801
1533229,1560405
1533229,57795
1533229,1225061
1533229,2031895
1533229,2706836
1533229,3376044
1533229,2634984
1533229,1715864
1233199,2539573
1233199,1762594
1233199,2720928
1233199,3244117
1233199,4703146
1233199,2732098
1233199,4490530
1233199,2128187
1557810,5732111
1563956,1481043
1563956,3462762
1563956,2237918
1563956,2182185
1563956,120866
1563956,1557254
1563956,1911753
1497397,3787911
1497397,84223
1497397,5534968
1497397,1442069
1557814,40345
1532221,5634397
1340733,2292431
1340733,4154560
1340733,4912125
1488195,2343267
1488195,3127719
1488195,2239159
1488195,1696351
1488195,464993
1417541,4586522
1417541,4889205
1430855,5771312
1430855,5771313
1430855,5771314
1430855,5771315
1430855,5771316
1430855,5771317
1430855,5771318
1430855,5771319
1196364,1033157
1196364,1752056
1196364,85047
1196364,85033
1196364,2268369
1196364,1197127
1196364,5636402
1196364,2037263
1196364,1108119
1196364,581895
1078605,936970
1078605,16851
1078605,71375
1078605,148992
1078605,30082
1078605,23882
1078605,2407997
1078605,18271
1078605,1105322
1078605,2438324
1316173,226139
1316173,1045416
1316173,584981
1316173,1153128
1316173,3306669
1316173,1046852
1316173,228803
1316173,3374021
1316173,1052858
1316173,1361869
1168719,1337
1168719,121529
1168719,1502016
1168719,4062998
1168719,41965
1168719,2189127
1168719,5376056
1168719,2213431
1168719,2978255
1299799,1814793
1299799,512079
1299799,1555603
1299799,2192
1299799,5650144
1299799,4322318
1299799,90760
1299799,1345430
1299799,2458673
1299799,2306044
1291618,4841625
1291618,4841626
1291618,4841628
1291618,3020226
1291618,3939295
1507686,4138626
1507686,5541533
1507686,5697508
1284460,81051
1284460,229932
1284460,4606127
1284460,2201315
1284460,583853
1284460,3127864
1284460,5036399
1284460,5697819
1284460,180962
1284460,5760773
1159539,17064
1159539,15556
79220,11544
79220,35254
79220,25159
79220,94938
79220,143357
79220,298274
79220,94943
79220,263123
79220,11541
79220,586155
1202549,29384
1202549,3114578
1202549,99181
1202549,87575
1202549,1456151
1202549,3244448
1202549,124912
1202549,2782696
1202549,3796440
77174,113505
77174,558925
77174,84223
77174,1893
77174,54691
77174,41087
77174,60074
77174,36802
77174,1369
77174,8338
1548668,3138436
1548668,5697462
1450368,5311907
1450368,3120893
1450368,4332453
1450368,2418246
1450368,5413974
1450368,3280369
1567108,5766360
1567108,5766362
1567108,5766653
1567108,5766654
1567108,5766655
1567108,5766656
1567108,5766657
1567108,5766659
1567108,5766663
1567108,5766666
1563013,31647
1563013,112645
1563013,2839088
1563013,25877
1563013,1225906
1563013,1216570
1563013,1223435
1486212,2437346
1486212,1864950
1486216,2437346
1486216,1534889
1486216,5523015
1486216,4773249
1486216,5523016
1486216,5523017
1486216,5523018
1486216,5523019
1481097,2580815
1481097,5438608
1481097,5438610
1481097,5438613
1481097,2580831
1481097,5637286
1481097,5637287
1481097,5637288
1481097,544492
1481097,5637289
1423756,5203452
1423756,1155659
1423756,4300589
1423756,5203466
1423756,5010639
1423756,5203469
1423756,97698
1423756,4479427
1423756,2774453
1423756,5629310
1548684,5697553
1548684,5697557
1548684,5697560
1548684,5697563
1548684,5697566
1339797,1549905
1339797,4908111
1339797,4908112
1339797,2293347
1339797,2308263
1339797,4072903
1339797,2304018
1339797,2006649
1339797,4908118
1339797,4908121
649622,2114682
649622,929045
649622,2211468
1254808,3624024
1254808,1059597
1254808,4620704
1254808,1126301
1254808,3469206
1254808,24454
1254808,54923
1254808,2974312
1254808,236616
1254808,2250217
1398170,5063654
1559965,1024806
1559965,118586
1559965,3193618
1559965,32563
1559965,129653
1559965,2421942
1182110,2471224
1512864,5562388
1512864,5562395
1512864,5562402
1512864,966102
1478049,930961
1536419,5651473
1536419,5651474
1536419,5651475
1536419,5651476
1536419,5651478
1450404,1757602
1450404,2638191
1450404,24980
1450404,1441976
1450404,1663323
1450404,1062331
1450404,2991110
1263012,137905
1263012,1525047
1263012,91671
1263012,1158
1263012,2130
1263012,2673750
1263012,19197
1263012,5170801
1263012,5513053
1263012,1863954
1354152,4789163
1354152,2313619
1354152,2583108
1354152,5119667
1568168,5770404
1568168,1859194
1568168,5770406
1540522,5596385
1540522,5667150
1540522,5667152
1540522,5667153
1540522,5667156
1453488,5325503
1547699,2802376
1547699,2384368
1547699,2230212
1547699,2023055
1547699,2810379
1547699,2934174
1547699,1482431
1547699,3416658
1547699,2931300
1547699,3463754
797109,1470219
797109,1916226
797109,2256407
797109,573794
797109,2139736
797109,2256730
797109,87871
797109,2117665
797109,2240033
797109,3257324
645560,227189
645560,1194784
645560,1065168
645560,20508
645560,1234526
645560,1040553
645560,1234471
645560,227251
645560,1383664
645560,1139337
1414590,5313047
1414590,4961540
1414590,5361317
1414590,4848531
1414590,4954046
1414590,5460138
1414590,5313043
1414590,1302164
1401281,71070
1401281,1700685
1401281,1356758
1401281,213394
1401281,984629
1401281,1006136
1401281,1137823
1401281,32559
1401281,1493396
1401281,1462
1550787,1986909
1550787,1580576
1550787,1985753
1550787,5712113
1550787,1738301
464324,1396648
464324,1634176
464324,5143344
464324,1617440
464324,5735831
1543621,5678854
1543621,5678855
1543621,5678856
1543621,5678858
1543621,5678859
1543621,5678860
1543621,5678861
1543621,5678862
1543621,5678864
1543621,5678867
1102280,3324819
1102280,3226052
1102280,3325012
1102280,4285400
1102280,3324825
1102280,3324829
1102280,3226044
1102280,3324821
1102280,3324837
1102280,3324831
1313226,2390967
1313226,1167055
1313226,2432596
1313226,5372398
1313226,1026092
1313226,1295194
1313226,1123354
1313226,20668
1313226,5703081
1313226,126607
1238478,2124246
1238478,4509751
1238478,4509753
1221071,1029847
1567187,5773810
1567187,5773811
1567187,4244263
1567187,5773813
1567187,3021721
1567187,5773815
1567187,4129054
1567187,556854
1567187,5773816
1567187,5773817
1561049,1997022
1561049,1177861
1561049,43528
1353179,4927095
1320422,1695389
1320422,4845851
1320422,4308391
1320422,5697769
1320422,5697772
1320422,2569259
1320422,1533161
1320422,5697776
1315303,1295282
1315303,1571661
1315303,2600509
1315303,4979358
1315303,2745054
1315303,3675179
1315303,2718121
1315303,1399750
1315303,3645292
1315303,4799831
975335,258
975335,2304541
975335,1076721
975335,5400380
975335,1055162
975335,1204271
975335,85148
975335,2313544
975335,1208617
975335,2651372
1443302,1792414
1443302,1844055
1443302,1122102
1443302,1141384
1443302,1580404
1443302,3968811
1443302,2729803
1443302,5283644
1443302,4987875
1443302,5283646
1154538,1144092
1154538,216057
1154538,1273512
1154538,1570400
1154538,3341232
1154538,1805216
1154538,1414759
1154538,5744686
1154538,1232599
1561075,5605724
1561075,5605718
1561075,5605726
1561075,5605717
1290742,3382239
1290742,2070762
1290742,1618369
1290742,1138735
1290742,136682
1290742,1157939
1290742,136612
1290742,4666965
1290742,2203247
1528313,5527852
1528313,1097533
1506812,1074677
1506812,1689089
1506812,81667
1540605,85143
1540605,131867
1540605,10059
1540605,145609
1540605,4303772
1540605,2743264
1540605,1965853
1540605,3603748
1540605,2643146
1540605,1892298
1556992,5718622
1556992,5718624
1565186,1263401
1565186,1641700
1565186,2711423
1565186,1450198
1565186,1955450
1565186,1450197
1565186,4895932
1565186,5377018
1565186,2358038
1565186,4895946
1565189,1276869
1565189,5283900
1565189,3247292
1565189,2049345
1565189,1263400
1565189,1472180
1565189,4241253
1565189,1283605
1565189,1374518
1565189,5718730
1405448,5272654
521,7124
521,4070
521,7125
521,5182
521,7682
521,1217924
521,73980
521,933880
521,2781081
521,87518
1561097,5744266
1561097,5744267
1561097,5744269
1561097,5618947
1561097,4203122
1561097,5744276
1561097,5744298
1561097,4573627
1414667,1279250
1414667,1132631
1414667,111758
1414667,5174993
1541644,1194214
1541644,1446431
1541644,4249744
1541644,3046997
1541644,3556450
1543694,2227999
1543694,3398668
1543694,1501339
1543694,3188960
1543694,5120257
1508880,2768274
1508880,5546100
1508880,5546103
1508880,5666848
1508880,5546140
1508880,5546132
533,7317
533,5469
533,1283
533,7318
533,7319
533,7320
533,7321
533,34546
533,127149
533,8326
1137179,1257899
1137179,84996
1137179,1292971
1137179,2239782
1137179,3276709
1137179,2221392
1137179,2441975
1137179,3038166
1137179,1912573
1137179,1346900
1456667,58329
1456667,40481
1456667,74957
1456667,3183496
1456667,1999055
1456667,1194194
1456667,2533212
1456667,1070193
1562146,102436
1562146,5426462
1562146,1497315
1562146,5750390
1562146,112176
1562146,1330506
1562146,5750394
1562146,5750399
1562146,5750402
1562146,5750403
1318435,2252989
1318435,3823459
1318435,2631149
1318435,2739748
1318435,11152
1318435,1637781
1318435,1220768
1318435,212828
1318435,453
1318435,2059621
1566243,4407551
1566243,1669669
1566243,2761439
1566243,150285
1566243,3748387
1566243,5763170
1566243,5763172
1566243,3680361
1566243,5763173
1566243,5763174
1433125,5242536
1433125,5242537
1433125,5242539
1433125,5242559
1554983,3976398
1554983,3931015
1554983,3611133
1554983,5480034
1554983,1625683
1554983,5721136
1554983,3156442
1554983,3098837
1554983,4329664
1554983,5232964
812583,8784
812583,1206334
812583,515
812583,16851
812583,18973
812583,17604
812583,11703
812583,125660
812583,1683343
812583,1829245
1288748,5094592
1288748,5094593
1288748,5094595
1288748,5223879
1288748,5223880
1288748,4543233
1288748,5223883
1288748,4513558
1288748,5375516
1288748,5483561
15916,111965
15916,122566
15916,70133
1391153,1259143
1391153,1571809
1391153,1124160
1391153,1336367
1391153,2251141
1391153,4137347
1391153,1825816
1391153,1689546
1391153,3369271
1391153,2278761
1526321,4577933
1526321,4894925
1526321,35116
1526321,4034167
1526321,231246
1526321,1903721
1526321,1105211
1526321,107944
1526321,1175617
1526321,2744223
1464883,5403423
1464883,5403424
1464883,5403425
1464883,5403427
1464883,5689670
1464883,5689671
1464883,5689673
1464883,5689674
1464883,5689675
1464883,5689677
1517106,5579610
1517106,5579612
1517106,5579615
1517106,5579616
961077,5375369
961077,3748717
961077,5375376
961077,3498773
961077,2244768
961077,5375389
961077,2104529
961077,3502418
961077,5375393
961077,5375394
1464885,5749351
1464885,5749352
1464885,5749353
1464885,3873553
1464885,5749358
1464885,5150314
1464885,5150315
1355317,4138649
1355317,4936376
1355317,588129
1355317,4936377
1355317,4936379
1355317,4138619
1355317,4936380
1355317,4936381
1355317,4936382
766520,140
766520,5473638
766520,1333452
766520,1154564
766520,1713726
766520,932116
766520,2790026
766520,3755790
766520,205783
766520,1800173
1568312,5770917
1568312,5770919
1407548,69489
1407548,124754
1407548,53422
1407548,134541
1407548,5754491
1407548,20589
1407548,105868
1198654,36592
1198654,964792
1198654,77292
1198654,589652
1198654,195575
1198654,1546864
1198654,1428461
1198654,2908794
1198654,1684519
1198654,3928816
1538622,2636359
1538622,3067099
1538622,5373571
1383998,5045240
1383998,5045241
1383998,5045242
1383998,5045243
1557057,4825973
1557057,5646749
1557057,4825995
1557057,5729190
1565249,2271531
1565249,2269715
1565249,1470149
1565249,2269767
1565249,4873760
1565249,1682793
1514051,1560365
1514051,1844055
1514051,1228363
1517120,5579663
1517120,5579664
1312325,2099828
1312325,1475564
1312325,3434907
1312325,1011370
1561159,1590839
1561159,4436639
1561159,5744530
1514057,1474795
1514057,1782218
1514057,2210263
1517130,5648669
1517130,5648671
1517130,5648672
1517130,5648673
1517130,5648674
1517130,5648677
1517130,5648679
1464909,4772717
1464909,1975339
1464909,2135521
1464909,5726386
478798,43661
478798,940339
478798,56861
478798,78875
478798,74022
478798,944055
478798,1035980
478798,548616
478798,238973
478798,1897341
1363534,1636319
1363534,585019
1363534,2842063
1363534,4999724
1543765,4485229
1543765,4485223
1543765,4296501
1543765,1321953
1543765,4328335
1543765,3701772
1543765,4567745
1543765,4296498
667222,2636
667222,3681
667222,2638
667222,1076710
1556054,5724979
1556054,5724981
1322583,1197936
1322583,4294220
1322583,3860308
1322583,5143866
1322583,5143869
1322583,5143867
1322583,4991633
1322583,5143816
1322583,5143817
1322583,5143821
1259102,550843
1259102,996701
1259102,1371041
1259102,1180099
1259102,52462
1259102,1542758
1259102,53937
1259102,3263366
1259102,3295317
1259102,1828125
607845,21688
607845,75912
607845,2519070
607845,2035488
607845,240948
607845,550683
607845,1254981
607845,1607570
607845,2084416
607845,1482672
1429093,1303873
1429093,4135763
1429093,1737507
1429093,3513743
1429093,1046665
1429093,3884616
1429093,1579625
1429093,1099303
651881,118178
651881,14606
651881,78421
651881,82288
651881,113603
651881,1075115
651881,2409322
651881,20082
651881,28675
651881,280
1565289,5599995
1565289,5759283
1565289,5594697
1565289,5759284
1565289,5679121
1565289,5599994
1565289,5594684
1403499,2874037
1403499,3746991
1403499,1903772
1403499,1473957
1403499,4055045
1403499,2835527
1403499,1737508
1403499,1515510
1403499,2669542
1403499,1046665
1287782,2496576
1287782,146114
1287782,586486
1287782,1776779
1287782,3065218
1406569,225411
1406569,1470351
1406569,476556
1406569,3258580
1406569,25878
1406569,55589
1406569,1847915
1406569,231
1406569,141217
1406569,1431050
1547882,96792
1547882,1292329
1547882,1223435
1547882,3962163
1468009,5385067
1468009,5385069
1398383,110364
1397364,72782
1397364,132844
1397364,110797
1397364,1312428
1397364,1277390
1397364,1922417
1397364,4955864
1397364,1871752
1397364,263002
1397364,1448630
1549946,2773961
1549946,3318312
1549946,3838140
1463931,5750068
1463931,5750069
1463931,5750071
1463931,5750072
1294972,20332
1294972,1186981
1294972,100765
1294972,237362
1294972,120434
1294972,2722609
1294972,216448
1294972,1388751
1294972,3536483
1294972,1256603
1548929,5698557
1548929,5698558
1548929,5698559
1555074,5721419
1557125,4742198
1557125,4047606
1557125,4578112
1557125,4589506
1557125,5729242
1317512,5188884
1317512,2158882
1317512,5581948
1317512,2956508
1317512,5581952
1317512,5581839
1317512,1787992
1317512,1374543
1317512,39258
1317512,107751
1409673,2370049
1409673,2759839
1568394,5771195
1568394,5771199
1568394,5771200
1568394,5771201
323214,1432542
323214,1109315
323214,1432547
1287822,1387
1287822,136661
1287822,1202494
1287822,3253726
1287822,4754688
1287822,1501778
1552016,1120572
1552016,584171
1552016,3166784
1552016,5710164
1552016,5710165
1353361,5006829
1353361,5006836
1353361,5006839
1353361,5006840
660120,1576786
660120,71610
660120,1083266
660120,574243
660120,1479227
660120,99056
660120,1479362
660120,3267200
660120,3267201
660120,2108561
1243800,509344
1243800,5183185
1243800,2841737
1243800,5183188
1243800,5183187
872096,51102
872096,16374
872096,76826
872096,67902
872096,971262
872096,142448
872096,1578442
872096,193450
872096,1909815
872096,1375679
1149614,5396666
1149614,507837
1149614,1622950
1149614,113332
1149614,90201
1149614,5453962
1149614,1163335
1149614,5456167
676527,5750789
676527,147042
676527,578512
676527,1183007
1494703,5573979
1465013,121456
1465013,1714046
1465013,5374666
1541819,2698691
1541819,2042177
1370814,33192
1370814,4577703
1370814,4998514
1370814,3088912
1370814,4998515
1370814,4998517
1370814,4998518
1370814,3818255
1370814,5638556
1480382,3120512
1480382,4813228
1480382,764
1480382,41645
1480382,5740784
1401542,2112859
1401542,1937533
1401542,3038410
1401542,2463266
1401542,1985544
1401542,1916087
1401542,1966740
1401542,5579472
1401542,5579477
1470150,565373
1470150,5393902
1340110,210126
1340110,4909516
1340110,1595506
1340110,1416383
1340110,1590305
1340110,81462
1340110,1236002
1340110,2578610
1340110,168331
1340110,2182164
1447630,2446795
1447630,64454
1416914,2828742
1416914,2547327
1416914,2746785
1416914,5176665
1416914,2272625
1416914,1269910
1416914,2790026
1416914,3023549
1416914,2640047
1561301,4936068
1561301,5744941
1561301,5041098
1561301,5406464
1561301,5532041
1561301,5744947
1508069,2034251
1508069,2273538
1508069,2021578
1508069,1157390
1508069,1826302
1508069,1830161
1508069,3060088
1508069,2138500
1508069,4291956
1508069,1001667
1537768,4206603
1537768,129702
1537768,1237852
1537768,3663524
1537768,2415162
1537768,1186980
1537768,4878656
1537768,4864799
1537768,1161468
1537768,2959275
1551081,5414209
1568490,1649055
1568490,4490530
1568490,5357224
1568490,2732098
1568490,3355025
1568490,5385506
1568490,3350095
1568490,4703167
1523438,4336666
1523438,213290
1523438,544601
1523438,588809
1523438,130715
1523438,5171415
1523438,5599505
1523438,5599507
1523438,4944262
1523438,5051606
1369840,2078756
1369840,2152137
