movie_id,keyword_id
1406657,7376
1406657,4379
1406657,9748
1406657,210024
1021643,444
1021643,233
1021643,5905
1021643,208349
1021643,265839
1021643,282133
1021643,316421
1021643,322369
1554142,2383
1554142,11534
1554142,15108
1554142,33637
1554142,263548
1554142,281523
1554142,287341
1554142,341643
1220334,1436
1220334,162346
997113,236
997113,10181
997113,6217
997113,10614
997113,156578
997113,207928
1539843,10123
1539843,187056
1539843,263548
1568537,10322
1568537,9930
1568537,155805
1568537,184984
1568537,192945
1568537,195936
1568537,221355
1568537,287033
1568537,305903
1568537,341016
1568537,347746
1568537,359047
1093402,239275
1093402,360913
1093402,360914
1093402,360915
1419053,7376
1419053,5938
1419053,192260
1419053,210024
1419053,212760
1419053,244886
1419053,260781
1419053,298549
1062722,1299
1062722,818
1062722,10125
1062722,10122
1062722,258464
1062722,324429
5967,3296
5967,3344
5967,4299
5967,4344
5967,9457
5967,41277
5967,208611
5967,208992
5967,211659
5967,291823
5967,325804
1476450,321739
1386343,4063
1386343,10726
1386343,15354
1386343,168867
1275760,699
1275760,10292
1275760,4344
1275760,12339
1275760,14895
1275760,322268
1398655,2699
1398655,158718
1398655,176834
1398655,190178
1398655,249071
1316745,297442
1316745,316421
1316745,322268
1316745,357209
1228682,10683
1228682,10809
1228682,13072
1228682,41355
1228682,197471
1228682,309029
1228682,355464
1333141,4344
1333141,158718
1333141,161919
1333141,195114
1333141,240462
1333141,252937
1333141,264386
1333141,295389
1333141,333766
1439655,536
1439655,5907
1439655,258
1439655,190933
1439655,277472
1290159,833
1290159,187056
1290159,209817
1290159,247484
